Mes,Ano,lat,lon,Codigo,regiao,uf,Umidade média mensal,Temperatura média mensal
9,2022,-7.552499999999868,-63.07138887999994,A112,N,AM,70.14027777777778,27.85805555555558
10,2022,-7.552499999999893,-63.071388879999354,A112,N,AM,75.5341726618705,27.244604316546766
11,2022,-7.5525000000000055,-63.07138888000004,A112,N,AM,80.83720930232558,23.951162790697673
1,2022,-6.63972221000003,-51.956944439999766,A216,N,PA,83.63172043010752,25.284811827956972
2,2022,-6.63972220999999,-51.956944440000086,A216,N,PA,81.69196428571429,25.93125
3,2022,-6.63972221000003,-51.956944439999766,A216,N,PA,85.03360215053763,25.402553763440896
4,2022,-6.639722210000017,-51.956944439999866,A216,N,PA,83.1625,26.078194444444478
5,2022,-6.63972221000003,-51.956944439999766,A216,N,PA,77.63172043010752,26.195295698924735
6,2022,-6.639722210000017,-51.956944439999866,A216,N,PA,77.325,25.77361111111108
7,2022,-6.639722209999953,-51.956944440000306,A216,N,PA,64.69702276707531,26.72942206654993
1,2022,-16.784999990000276,-47.61305554999932,A036,CO,GO,76.06586021505376,21.37889784946237
2,2022,-16.784999990000212,-47.61305554999941,A036,CO,GO,78.41666666666667,21.22723214285715
3,2022,-16.784999990000276,-47.61305554999932,A036,CO,GO,66.78629032258064,22.320026881720423
4,2022,-16.784999990000255,-47.61305554999935,A036,CO,GO,64.35833333333333,22.09125000000001
5,2022,-16.784999990000212,-47.61305554999941,A036,CO,GO,61.9702823179792,19.59123328380387
6,2022,-16.784999990000138,-47.61305554999951,A036,CO,GO,54.86423841059602,19.778476821192076
7,2022,-16.784999990000262,-47.613055549999345,A036,CO,GO,52.810178817056396,18.72407152682256
8,2022,-16.784999990000276,-47.61305554999932,A036,CO,GO,44.295698924731184,20.45255376344085
9,2022,-16.784999990000255,-47.61305554999935,A036,CO,GO,49.05138888888889,22.602222222222224
10,2022,-16.784999990000276,-47.61305554999932,A036,CO,GO,55.666666666666664,22.824059139784975
11,2022,-16.784999990000255,-47.61305554999935,A036,CO,GO,72.64722222222223,20.825416666666698
12,2022,-16.784999990000276,-47.61305554999932,A036,CO,GO,80.79569892473118,20.777016129032287
1,2022,-22.658333330000122,-52.13444443999962,A850,S,PR,68.03405994550408,26.79046321525887
2,2022,-22.65833333000009,-52.134444439999406,A850,S,PR,68.08928571428571,26.588988095238072
3,2022,-22.658333330000126,-52.134444439999655,A850,S,PR,75.60483870967742,25.616801075268828
4,2022,-22.658333330000115,-52.13444443999958,A850,S,PR,72.56388888888888,23.605694444444453
5,2022,-22.658333330000126,-52.134444439999655,A850,S,PR,72.05510752688173,18.874193548387076
6,2022,-22.658333330000115,-52.13444443999958,A850,S,PR,73.62916666666666,19.019999999999996
7,2022,-22.658333330000126,-52.134444439999655,A850,S,PR,61.24327956989247,20.960215053763434
8,2022,-22.65833332999996,-52.13444444000012,A850,S,PR,59.495,22.47349999999999
12,2022,-22.6583333300001,-52.13444443999948,A850,S,PR,72.14471780028944,25.6821997105644
1,2022,-19.4072222199998,-40.53972221000003,A632,SE,ES,75.64189189189189,26.632972972972993
2,2022,-19.407222219999856,-40.53972221000003,A632,SE,ES,82.92284417549168,25.90423600605145
3,2022,-19.4072222199998,-40.53972221000003,A632,SE,ES,78.49595687331536,26.066037735849044
4,2022,-19.407222219999813,-40.53972221000003,A632,SE,ES,75.93611111111112,25.23125000000001
5,2022,-19.407222219999795,-40.53972221000003,A632,SE,ES,77.74966352624496,22.276312247644693
6,2022,-19.407222219999813,-40.53972221000003,A632,SE,ES,79.52083333333333,20.40638888888889
7,2022,-19.407222219999802,-40.53972221000003,A632,SE,ES,81.87516960651288,20.857394843962005
8,2022,-19.407222219999795,-40.53972221000003,A632,SE,ES,72.03364737550471,21.690578734858697
9,2022,-19.407222219999813,-40.53972221000003,A632,SE,ES,71.42916666666666,22.47583333333336
10,2022,-19.407222219999806,-40.53972221000003,A632,SE,ES,73.52269601100413,25.243053645116916
11,2022,-19.407222219999834,-40.53972221000003,A632,SE,ES,79.31494920174165,23.70377358490565
12,2022,-19.40722221999981,-40.53972221000003,A632,SE,ES,83.04413793103448,24.88827586206893
8,2022,-25.72194442999992,-53.748055550000004,A855,S,PR,60.9030612244898,18.414285714285707
9,2022,-25.721944430000196,-53.74805555000041,A855,S,PR,74.9486111111111,17.512916666666673
10,2022,-25.721944430000157,-53.748055550000416,A855,S,PR,72.76881720430107,20.783736559139786
11,2022,-25.721944430000196,-53.74805555000041,A855,S,PR,55.108333333333334,22.357638888888893
12,2022,-25.721944430000157,-53.748055550000416,A855,S,PR,65.66532258064517,25.219758064516128
2,2022,-22.68888888000015,-45.00555555000019,A769,SE,SP,79.68128654970761,24.07660818713452
3,2022,-22.68888888000022,-45.00555555000023,A769,SE,SP,75.78091397849462,24.434005376344075
4,2022,-22.688888880000267,-45.00555555000024,A769,SE,SP,81.30833333333334,21.803333333333352
5,2022,-22.68888888000022,-45.00555555000023,A769,SE,SP,77.11962365591398,18.404973118279585
6,2022,-22.688888880000267,-45.00555555000024,A769,SE,SP,79.59470752089136,17.455849582172714
7,2022,-22.68888888000023,-45.00555555000023,A769,SE,SP,70.35723951285522,18.735859269282813
8,2022,-22.688888880000228,-45.00555555000023,A769,SE,SP,69.70405405405405,18.536621621621613
9,2022,-22.688888880000267,-45.00555555000024,A769,SE,SP,74.40555555555555,19.008055555555533
10,2022,-22.688888880000267,-45.00555555000024,A769,SE,SP,75.70303867403315,22.728453038674044
11,2022,-22.688888880000263,-45.00555555000023,A769,SE,SP,80.94629898403484,20.40087082728592
12,2022,-22.688888880000242,-45.00555555000023,A769,SE,SP,82.21525885558583,22.462125340599442
1,2022,-21.714722220000105,-41.343888880000286,A607,SE,RJ,76.63328822733423,26.2300405953992
2,2022,-21.714722220000105,-41.343888880000215,A607,SE,RJ,80.2827380952381,25.640476190476193
3,2022,-21.714722220000105,-41.34388888000029,A607,SE,RJ,74.29284750337382,26.56531713900135
4,2022,-21.714722220000105,-41.34388888000027,A607,SE,RJ,76.29305555555555,24.869722222222197
5,2022,-21.714722220000105,-41.34388888000029,A607,SE,RJ,75.81854838709677,22.27110215053763
6,2022,-21.714722220000105,-41.34388888000027,A607,SE,RJ,76.89861111111111,20.742638888888912
7,2022,-21.714722220000105,-41.34388888000029,A607,SE,RJ,76.3485868102288,21.762449528936756
8,2022,-21.714722220000105,-41.34388888000029,A607,SE,RJ,72.44354838709677,21.33817204301075
9,2022,-21.714722220000105,-41.34388888000027,A607,SE,RJ,73.1986111111111,21.432222222222187
10,2022,-21.714722220000105,-41.34388888000029,A607,SE,RJ,75.22972972972973,24.430135135135146
11,2022,-21.714722220000105,-41.34388888000024,A607,SE,RJ,78.54220314735336,23.170386266094432
12,2022,-21.714722220000105,-41.343888880000286,A607,SE,RJ,80.6951219512195,24.535094850948543
6,2022,-29.67429300000003,-51.06404199999998,A884,S,RS,80.96108949416342,14.124124513618678
7,2022,-29.67429300000003,-51.06404200000054,A884,S,RS,81.27792915531334,16.502997275204347
8,2022,-29.67429300000003,-51.06404200000053,A884,S,RS,78.8179347826087,14.88926630434782
9,2022,-29.67429300000003,-51.06404200000062,A884,S,RS,73.25738396624473,16.5521800281294
10,2022,-29.67429300000003,-51.06404200000053,A884,S,RS,74.35190217391305,19.090760869565223
11,2022,-29.67429300000003,-51.06404200000062,A884,S,RS,68.68213783403657,20.783122362869204
12,2022,-29.67429300000003,-51.06404200000054,A884,S,RS,68.08038147138964,24.22615803814714
1,2022,-13.00551500000001,-38.50576,A401,NE,BA,76.43145161290323,27.045295698924726
2,2022,-13.005514999999932,-38.50576,A401,NE,BA,77.21279761904762,27.369940476190447
3,2022,-13.00551500000001,-38.50576,A401,NE,BA,81.27553763440861,26.59879032258063
4,2022,-13.005514999999987,-38.50576,A401,NE,BA,81.08611111111111,26.33124999999999
5,2022,-13.00551500000001,-38.50576,A401,NE,BA,80.67204301075269,25.44435483870967
6,2022,-13.005514999999987,-38.50576,A401,NE,BA,80.31388888888888,24.356805555555578
7,2022,-13.00551500000001,-38.50576,A401,NE,BA,80.58198924731182,23.903629032258067
8,2022,-13.00551500000001,-38.50576,A401,NE,BA,77.70564516129032,23.784274193548367
9,2022,-13.005514999999987,-38.50576,A401,NE,BA,78.49722222222222,24.32625000000001
10,2022,-13.00551500000001,-38.50576,A401,NE,BA,76.44489247311827,25.827419354838717
11,2022,-13.005514999999987,-38.50576,A401,NE,BA,82.12916666666666,25.428472222222208
12,2022,-13.00551500000001,-38.50576,A401,NE,BA,78.5013440860215,26.48615591397849
1,2022,-21.461111110000182,-47.57944443000048,A770,SE,SP,79.64462809917356,24.056336088154307
2,2022,-21.46111111000017,-47.579444430000635,A770,SE,SP,76.27147239263803,24.610429447852738
3,2022,-21.461111110000182,-47.57944443000044,A770,SE,SP,72.15122615803814,25.190735694822884
4,2022,-21.461111110000182,-47.5794444300005,A770,SE,SP,70.23333333333333,23.308333333333348
5,2022,-21.461111110000186,-47.5794444300004,A770,SE,SP,69.12096774193549,18.835349462365595
6,2022,-21.461111110000182,-47.5794444300005,A770,SE,SP,68.37777777777778,19.266111111111115
7,2022,-21.461111110000186,-47.5794444300004,A770,SE,SP,55.81317204301075,20.51451612903226
8,2022,-21.461111110000186,-47.5794444300004,A770,SE,SP,53.63172043010753,20.939516129032285
9,2022,-21.461111110000182,-47.579444430000514,A770,SE,SP,59.283124128312416,22.302510460251018
10,2022,-21.461111110000182,-47.57944443000047,A770,SE,SP,66.01788170563961,24.23658872077031
11,2022,-21.46111111000018,-47.5794444300006,A770,SE,SP,65.33905579399142,22.797567954220334
12,2022,-21.46111111000018,-47.57944443000055,A770,SE,SP,76.91549295774648,23.773380281690144
1,2022,-5.174444429999995,-39.28944443999992,A325,NE,CE,58.15527950310559,29.396894409937868
2,2022,-5.174444429999995,-39.28944443999992,A325,NE,CE,49.97409326424871,30.94352331606217
3,2022,-5.174444429999995,-39.28944443999995,A325,NE,CE,61.40277777777778,29.406018518518547
4,2022,-5.174444429999995,-39.28944443999992,A325,NE,CE,66.14358974358974,28.74461538461537
5,2022,-5.174444429999995,-39.28944443999993,A325,NE,CE,64.83490566037736,28.47735849056605
6,2022,-5.174444429999995,-39.28944443999992,A325,NE,CE,63.53465346534654,27.551980198019812
7,2022,-5.174444429999995,-39.28944443999997,A325,NE,CE,57.36199095022624,27.773755656108605
8,2022,-5.174444430000064,-39.28944444000048,A325,NE,CE,56.90509666080843,26.717223198594017
9,2022,-5.174444430000097,-39.28944444000055,A325,NE,CE,54.15972222222222,27.94166666666664
10,2022,-5.174444430000101,-39.28944444000056,A325,NE,CE,52.44489247311828,28.788440860215047
11,2022,-5.174444430000097,-39.28944444000055,A325,NE,CE,62.6,27.494999999999997
12,2022,-5.174444430000101,-39.28944444000056,A325,NE,CE,60.31351351351351,27.81378378378377
8,2022,-6.228055540000012,-36.02666666000004,A367,NE,RN,62.34939759036145,24.690361445783118
9,2022,-6.22805553999993,-36.02666666000004,A367,NE,RN,61.206944444444446,25.55847222222225
10,2022,-6.228055539999939,-36.02666666000004,A367,NE,RN,60.321236559139784,26.693548387096744
11,2022,-6.22805553999993,-36.02666666000004,A367,NE,RN,61.983333333333334,27.246527777777757
12,2022,-6.228055539999917,-36.02666666000004,A367,NE,RN,62.92226148409894,27.215901060070653
8,2022,-4.864166660000029,-42.145555549999756,A376,NE,PI,48.75555555555555,28.512000000000018
9,2022,-4.864166660000036,-42.14555554999975,A376,NE,PI,50.32222222222222,29.617500000000014
10,2022,-4.864166660000038,-42.14555554999975,A376,NE,PI,50.8064952638701,30.25859269282815
11,2022,-4.8641666600000235,-42.145555549999756,A376,NE,PI,60.178849144634526,28.74463452566098
12,2022,-4.864166660000009,-42.14555554999976,A376,NE,PI,59.952714535901926,28.907005253940465
4,2022,3.8136111100000085,-51.86249999999991,A242,N,AP,83.65876777251185,27.51895734597155
5,2022,3.813611110000009,-51.86249999999977,A242,N,AP,83.90441176470588,27.507720588235312
6,2022,3.8136111099999987,-51.86249999999999,A242,N,AP,86.08333333333333,27.141666666666666
1,2022,-21.546666660000103,-43.26111111000042,A557,SE,MG,78.86803519061584,26.761436950146617
2,2022,-21.54666666000008,-43.26111111000037,A557,SE,MG,81.43913713405239,26.144530046224993
3,2022,-21.546666660000135,-43.2611111100005,A557,SE,MG,72.99462365591398,26.764919354838717
4,2022,-21.54666666000012,-43.26111111000047,A557,SE,MG,76.4625,24.791666666666686
5,2022,-21.546666660000135,-43.2611111100005,A557,SE,MG,75.7741935483871,21.147177419354833
6,2022,-21.54666666000012,-43.26111111000047,A557,SE,MG,76.15972222222223,20.053888888888856
7,2022,-21.546666660000135,-43.2611111100005,A557,SE,MG,72.76881720430107,20.28131720430107
8,2022,-21.546666660000135,-43.2611111100005,A557,SE,MG,68.08064516129032,20.98346774193549
9,2022,-21.54666666000012,-43.26111111000047,A557,SE,MG,69.45972222222223,22.299027777777795
10,2022,-21.546666660000135,-43.2611111100005,A557,SE,MG,73.93010752688173,25.242204301075294
11,2022,-21.54666666000012,-43.26111111000047,A557,SE,MG,74.04305555555555,24.3198611111111
12,2022,-21.546666660000124,-43.26111111000048,A557,SE,MG,80.45856353591161,25.1935082872928
1,2022,-12.59222220999988,-49.528611099999544,A054,N,TO,78.83870967741936,26.50663082437278
2,2022,-12.592222209999889,-49.52861109999968,A054,N,TO,77.64730290456431,26.95373443983403
3,2022,-12.592222209999887,-49.52861109999965,A054,N,TO,77.57459677419355,26.989919354838676
4,2022,-12.59222220999995,-49.52861110000006,A054,N,TO,73.08365019011407,28.37680608365021
